time,tmin,tmax,tavg,prcp,wspd,wdir,pres,day_since_t0
2019-07-16,14.2,19.7,17.0,0.0,14.2,309.0,1011.8,9507
2019-07-17,15.0,21.2,18.0,0.0,11.9,323.0,1013.9,9508
2019-07-18,13.8,22.7,18.5,0.0,8.1,196.0,1013.1,9509
2019-07-19,16.8,22.3,19.3,3.4,12.0,159.0,1012.1,9510
2019-07-20,15.3,22.2,18.9,1.9,12.3,147.0,1013.7,9511
2019-07-21,17.1,21.3,19.0,7.7,17.6,231.0,1013.7,9512
2019-07-22,15.2,19.0,17.0,5.5,16.8,247.0,1020.0,9513
2019-07-23,16.8,23.6,19.9,1.2,14.1,277.0,1019.2,9514
2019-07-24,16.8,25.9,21.3,0.0,6.4,98.0,1019.4,9515
2019-07-25,17.9,25.7,21.5,0.0,11.5,129.0,1020.4,9516
2019-07-26,17.1,27.1,22.2,0.0,8.8,101.0,1018.6,9517
2019-07-27,17.6,25.2,21.3,0.0,17.6,85.0,1014.0,9518
2019-07-28,18.6,23.1,20.8,3.4,19.1,85.0,1008.4,9519
2019-07-29,18.7,27.1,22.8,0.0,9.0,96.0,1009.6,9520
2019-07-30,17.5,23.8,20.8,7.7,10.2,119.0,1011.4,9521
2019-07-31,15.9,17.9,16.9,14.1,19.5,105.0,1016.4,9522
2019-08-01,14.9,18.2,16.4,6.2,10.6,117.0,1017.5,9523
2019-08-02,14.4,20.9,17.8,0.3,7.3,310.0,1015.9,9524
2019-08-03,15.8,22.9,19.5,0.2,10.0,323.0,1014.9,9525
2019-08-04,15.9,21.0,18.7,0.0,8.8,273.0,1014.1,9526
2019-08-05,16.2,21.6,18.6,0.0,9.0,236.0,1011.1,9527
2019-08-06,16.9,21.3,19.0,0.6,13.0,227.0,1006.7,9528
2019-08-07,16.6,21.4,18.8,5.7,11.4,218.0,1005.3,9529
2019-08-08,16.2,19.8,17.9,2.6,17.2,243.0,1005.6,9530
2019-08-09,15.8,21.6,18.3,0.0,15.6,250.0,1010.0,9531
2019-08-10,17.7,21.6,19.4,14.7,18.3,178.0,1006.7,9532
2019-08-11,17.6,21.3,19.3,0.0,22.3,227.0,1009.8,9533
2019-08-12,17.2,21.7,19.1,0.0,17.5,223.0,1010.9,9534
2019-08-13,14.6,17.9,16.4,5.1,16.9,247.0,1010.9,9535
2019-08-14,12.9,18.0,15.4,0.0,17.6,256.0,1013.5,9536
2019-08-15,13.8,17.5,15.8,5.8,14.7,168.0,1009.9,9537
2019-08-16,15.6,19.3,17.3,1.8,14.0,242.0,1010.8,9538
2019-08-17,15.2,18.6,16.8,5.9,15.4,173.0,1008.1,9539
2019-08-18,16.1,18.8,17.2,13.7,10.7,204.0,1004.7,9540
2019-08-19,15.1,19.3,17.1,0.0,17.0,233.0,1010.8,9541
2019-08-20,15.0,19.2,16.9,1.5,15.1,229.0,1018.7,9542
2019-08-21,14.1,18.7,16.3,0.0,13.1,260.0,1025.1,9543
2019-08-22,14.0,21.7,17.7,0.0,12.3,198.0,1026.2,9544
2019-08-23,16.2,22.2,19.1,0.0,13.4,230.0,1024.6,9545
2019-08-24,15.9,22.9,19.2,0.0,6.2,12.0,1026.3,9546
2019-08-25,16.3,24.8,20.2,0.0,12.3,103.0,1024.6,9547
2019-08-26,16.8,25.9,21.0,0.0,12.1,105.0,1023.1,9548
2019-08-27,17.4,26.6,21.9,0.0,13.4,93.0,1020.5,9549
2019-08-28,19.9,24.2,21.5,1.6,14.7,115.0,1015.1,9550
2019-08-29,19.0,22.2,20.6,2.0,10.1,235.0,1015.2,9551
2019-08-30,16.0,22.2,19.0,0.0,11.1,233.0,1021.5,9552
2019-08-31,16.5,24.6,20.4,0.0,13.0,135.0,1017.1,9553
2019-09-01,16.0,21.0,19.3,4.4,14.4,255.0,1009.0,9554
2019-09-02,13.6,17.5,15.6,0.0,18.4,269.0,1016.7,9555
2019-09-03,13.7,17.6,15.5,3.2,19.1,239.0,1016.2,9556
2019-09-04,14.7,18.7,16.5,4.3,16.7,222.0,1012.8,9557
2019-09-05,13.3,16.3,14.9,5.1,22.8,253.0,1008.8,9558
2019-09-06,11.8,15.4,13.6,4.3,22.3,242.0,1017.2,9559
2019-09-07,13.1,18.1,15.0,2.5,14.5,212.0,1016.1,9560
2019-09-08,12.4,17.0,14.5,0.0,5.5,98.0,1018.7,9561
2019-09-09,12.6,16.0,14.2,16.4,7.6,12.0,1014.1,9562
2019-09-10,14.2,15.9,15.1,23.1,16.6,314.0,1008.3,9563
2019-09-11,13.7,18.2,15.7,3.4,24.2,238.0,1015.4,9564
2019-09-12,14.1,18.4,16.1,0.0,21.8,250.0,1020.3,9565
2019-09-13,13.4,17.0,15.4,2.7,25.9,284.0,1024.3,9566
2019-09-14,12.1,16.4,14.1,0.0,24.0,273.0,1029.5,9567
2019-09-15,13.1,16.4,14.6,0.8,29.7,258.0,1014.8,9568
2019-09-16,11.6,15.0,13.1,0.0,33.6,288.0,1013.3,9569
2019-09-17,10.3,12.2,11.2,4.3,33.6,293.0,1008.5,9570
2019-09-18,10.1,13.4,11.6,1.9,23.2,311.0,1016.9,9571
2019-09-19,9.7,15.0,12.0,0.0,14.8,318.0,1024.8,9572
2019-09-20,10.6,15.3,13.1,0.3,16.5,277.0,1024.2,9573
2019-09-21,11.9,17.0,14.1,0.0,12.3,258.0,1020.7,9574
2019-09-22,10.6,17.3,13.7,0.0,9.3,148.0,1016.4,9575
2019-09-23,11.8,16.0,13.6,0.0,27.1,100.0,1016.9,9576
2019-09-24,11.9,15.9,13.7,1.4,19.8,111.0,1013.3,9577
2019-09-25,12.7,16.0,13.9,1.1,14.9,89.0,1008.2,9578
2019-09-26,11.8,16.0,13.7,0.0,18.4,99.0,1010.0,9579
2019-09-27,13.1,15.8,14.5,10.8,17.4,164.0,1006.5,9580
2019-09-28,12.4,16.7,14.2,2.7,15.5,196.0,1005.1,9581
2019-09-29,12.5,15.3,13.6,4.5,19.2,220.0,997.7,9582
2019-09-30,10.3,14.4,12.5,5.5,22.0,317.0,992.7,9583
2019-10-01,9.0,11.3,10.0,0.0,19.9,271.0,999.1,9584
2019-10-02,8.1,12.5,9.8,2.6,20.2,282.0,1000.8,9585
2019-10-03,6.8,10.5,8.5,0.0,12.1,3.0,1011.9,9586
2019-10-04,6.1,10.4,7.8,0.0,13.5,88.0,1012.5,9587
2019-10-05,4.2,8.7,6.3,0.0,13.3,51.0,1019.2,9588
2019-10-06,3.5,9.1,5.6,0.0,9.1,72.0,1023.6,9589
2019-10-07,2.6,8.6,5.1,0.0,6.0,358.0,1020.9,9590
2019-10-08,5.1,12.2,9.0,4.0,15.7,196.0,1003.3,9591
2019-10-09,10.7,13.7,11.7,0.6,18.3,229.0,1000.7,9592
2019-10-10,10.3,13.5,11.5,0.2,19.2,239.0,1002.4,9593
2019-10-11,11.2,13.6,12.4,17.1,26.3,222.0,1002.2,9594
2019-10-12,12.1,14.1,12.9,4.5,24.2,236.0,1002.6,9595
2019-10-13,11.3,14.0,12.2,6.6,15.7,190.0,1009.1,9596
2019-10-14,9.9,14.7,12.6,3.4,21.4,262.0,1010.4,9597
2019-10-15,9.7,14.7,11.9,0.0,21.4,105.0,1009.5,9598
2019-10-16,10.9,12.5,11.8,4.7,9.7,7.0,1005.4,9599
2019-10-17,10.7,13.2,12.0,2.2,10.8,205.0,1008.5,9600
2019-10-18,10.6,14.1,12.2,5.4,14.7,157.0,1006.6,9601
2019-10-19,10.4,13.7,12.0,5.4,20.5,183.0,1006.0,9602
2019-10-20,10.1,13.4,11.7,3.2,8.6,202.0,1010.3,9603
2019-10-21,9.6,11.8,10.7,1.0,10.3,72.0,1018.0,9604
2019-10-22,11.1,13.1,12.0,0.0,15.7,231.0,1019.5,9605
2019-10-23,9.9,12.7,11.0,0.0,13.6,209.0,1019.4,9606
2019-10-24,10.6,13.0,11.9,0.0,20.2,135.0,1010.3,9607
2019-10-25,11.3,13.4,12.3,0.1,21.2,218.0,1011.2,9608
2019-10-26,12.1,13.7,13.0,8.7,26.9,214.0,1006.6,9609
2019-10-27,9.1,13.6,10.8,2.0,29.1,256.0,1007.4,9610
2019-10-28,5.7,10.2,8.5,0.5,16.3,313.0,1015.4,9611
2019-10-29,3.1,8.6,5.4,0.0,10.1,7.0,1025.9,9612
2019-10-30,2.4,8.5,5.6,0.0,9.6,266.0,1030.0,9613
2019-10-31,6.2,9.1,7.4,0.0,17.3,262.0,1025.3,9614
2019-11-01,4.6,7.7,6.2,1.8,17.9,167.0,1013.0,9615
2019-11-02,6.5,10.1,8.1,5.3,15.2,140.0,991.1,9616
2019-11-03,8.8,11.0,9.7,0.0,10.0,139.0,989.4,9617
2019-11-04,6.4,9.1,7.8,8.4,21.8,73.0,991.6,9618
2019-11-05,2.4,6.5,4.5,7.5,13.7,45.0,997.6,9619
2019-11-06,2.2,4.2,3.0,0.3,7.2,41.0,1001.0,9620
2019-11-07,2.9,6.6,4.7,0.0,12.4,98.0,1003.8,9621
2019-11-08,5.2,8.4,7.1,2.0,12.8,159.0,1007.5,9622
2019-11-09,5.0,7.1,5.8,1.5,10.0,4.0,1006.9,9623
2019-11-10,4.2,6.7,5.2,0.1,8.0,353.0,1011.9,9624
2019-11-11,5.0,7.0,5.7,0.0,19.7,173.0,1008.6,9625
2019-11-12,4.7,6.6,5.6,0.4,21.0,168.0,1002.7,9626
2019-11-13,4.4,7.0,5.5,0.0,14.5,159.0,1001.0,9627
2019-11-14,5.0,7.6,5.8,0.0,10.8,169.0,1008.4,9628
2019-11-15,5.4,8.1,6.8,0.0,27.6,89.0,1013.5,9629
2019-11-16,7.9,8.6,8.3,7.5,23.2,119.0,1004.0,9630
2019-11-17,5.2,7.8,6.3,2.5,17.5,173.0,1013.8,9631
2019-11-18,5.9,9.2,8.2,0.2,23.7,100.0,1007.0,9632
2019-11-19,5.6,8.2,6.9,0.1,19.2,176.0,1009.2,9633
2019-11-20,5.5,7.6,6.7,3.5,12.3,125.0,1019.0,9634
2019-11-21,6.5,8.4,7.6,3.4,15.9,101.0,1015.3,9635
2019-11-22,7.4,8.6,8.1,4.4,20.4,116.0,1011.5,9636
2019-11-23,6.1,8.3,6.9,0.0,27.8,101.0,1013.7,9637
2019-11-24,5.4,6.3,5.9,0.0,28.5,97.0,1014.9,9638
2019-11-25,5.6,6.4,6.0,0.0,21.5,111.0,1013.8,9639
2019-11-26,5.5,6.7,6.0,0.9,14.2,142.0,1006.7,9640
2019-11-27,6.6,7.7,7.2,3.2,18.7,138.0,996.2,9641
2019-11-28,7.2,8.3,7.6,6.0,17.4,186.0,984.9,9642
2019-11-29,2.6,7.3,3.8,2.5,29.0,312.0,996.9,9643
2019-11-30,2.1,4.4,2.9,0.0,12.9,286.0,1016.3,9644
2019-12-01,1.8,4.0,3.1,0.0,15.2,265.0,1018.7,9645
2019-12-02,1.8,4.4,3.4,0.1,16.4,303.0,1016.6,9646
2019-12-03,1.7,6.5,4.0,1.5,16.1,247.0,1020.3,9647
2019-12-04,5.9,7.3,6.6,0.0,19.2,250.0,1017.5,9648
2019-12-05,5.8,6.6,6.2,0.0,22.0,231.0,1012.4,9649
2019-12-06,5.7,7.9,7.0,4.4,29.6,222.0,998.2,9650
2019-12-07,6.0,7.7,7.0,0.9,27.2,261.0,997.6,9651
2019-12-08,5.9,7.9,7.0,9.5,27.2,224.0,991.5,9652
2019-12-09,5.0,6.7,6.1,0.1,29.5,244.0,990.8,9653
2019-12-10,2.0,4.6,3.6,0.0,20.4,258.0,1014.3,9654
2019-12-11,3.6,5.2,4.5,6.4,22.2,194.0,1005.5,9655
2019-12-12,3.1,4.9,4.1,0.2,12.1,195.0,998.3,9656
2019-12-13,3.4,4.4,3.8,0.0,23.3,131.0,987.7,9657
2019-12-14,2.3,4.5,3.5,4.9,18.7,175.0,982.5,9658
2019-12-15,4.0,5.9,4.9,2.3,29.2,224.0,989.8,9659
2019-12-16,4.7,6.2,5.5,0.0,19.8,213.0,1003.3,9660
2019-12-17,4.8,7.9,6.1,4.5,14.8,160.0,1002.2,9661
2019-12-18,5.2,8.0,6.4,3.8,21.2,244.0,1008.8,9662
2019-12-19,4.2,6.2,5.3,0.0,20.4,149.0,1015.6,9663
2019-12-20,5.2,6.4,5.7,0.0,22.8,126.0,997.3,9664
2019-12-21,4.8,7.0,6.0,4.2,11.8,203.0,990.2,9665
2019-12-22,4.3,5.4,4.9,0.0,18.8,127.0,990.0,9666
2019-12-23,5.0,6.1,5.5,3.5,15.1,153.0,997.2,9667
2019-12-24,4.3,6.1,5.2,0.3,12.7,223.0,1005.7,9668
2019-12-25,3.5,5.2,4.3,0.0,10.5,270.0,1012.6,9669
2019-12-26,1.6,4.7,3.4,0.0,12.2,327.0,1020.9,9670
2019-12-27,-0.9,1.7,0.7,0.0,10.0,24.0,1032.0,9671
2019-12-28,-3.8,-0.3,-1.7,0.0,7.1,138.0,1041.8,9672
2019-12-29,-0.8,3.2,1.3,0.0,18.9,214.0,1033.3,9673
2019-12-30,3.0,7.1,5.6,0.0,25.4,247.0,1019.0,9674
2019-12-31,4.1,7.1,5.7,0.0,27.5,295.0,1022.4,9675
2020-01-01,3.5,5.9,4.9,0.0,20.8,265.0,1027.9,9676
2020-01-02,1.9,3.2,2.6,0.0,20.7,236.0,1021.1,9677
2020-01-03,3.1,5.9,4.8,1.0,24.4,245.0,1009.8,9678
2020-01-04,3.3,4.9,4.3,1.2,30.5,295.0,1013.4,9679
2020-01-05,1.3,5.4,3.4,0.0,16.3,250.0,1027.4,9680
2020-01-06,5.1,6.4,5.6,0.0,18.1,232.0,1021.6,9681
2020-01-07,3.1,5.7,4.6,0.0,17.3,212.0,1018.2,9682
2020-01-08,5.5,7.8,6.3,1.8,22.4,234.0,1014.1,9683
2020-01-09,4.2,6.6,5.1,8.6,14.7,190.0,1012.2,9684
2020-01-10,3.9,6.4,5.6,6.2,11.9,275.0,1009.9,9685
2020-01-11,2.8,5.4,4.2,0.1,18.9,233.0,1022.1,9686
2020-01-12,4.6,5.8,5.2,9.8,22.1,231.0,1011.3,9687
2020-01-13,4.4,5.4,4.8,0.4,16.1,229.0,1013.8,9688
2020-01-14,4.5,6.8,5.6,7.9,25.5,187.0,1002.8,9689
2020-01-15,7.1,9.3,8.4,3.5,27.0,217.0,1003.7,9690
2020-01-16,5.1,7.3,6.3,0.0,20.6,228.0,1020.7,9691
2020-01-17,4.9,6.8,5.7,0.0,19.2,168.0,1016.7,9692
2020-01-18,5.0,6.2,5.5,0.2,23.2,232.0,1013.7,9693
2020-01-19,3.1,5.5,4.3,0.0,16.1,278.0,1029.9,9694
2020-01-20,2.9,6.3,5.0,0.0,20.8,255.0,1039.4,9695
2020-01-21,6.0,7.4,6.7,0.0,28.3,269.0,1031.9,9696
2020-01-22,3.4,6.8,5.4,0.0,21.6,300.0,1028.5,9697
2020-01-23,3.3,6.5,5.2,0.0,19.2,253.0,1027.7,9698
2020-01-24,5.9,6.7,6.3,0.0,22.0,257.0,1017.1,9699
2020-01-25,5.1,6.2,5.7,0.0,17.8,258.0,1016.4,9700
2020-01-26,3.2,5.3,4.1,0.0,18.0,220.0,1015.0,9701
2020-01-27,3.1,5.2,4.3,1.4,18.7,185.0,1005.5,9702
2020-01-28,3.8,5.2,4.4,5.6,15.4,170.0,989.5,9703
2020-01-29,2.7,4.7,3.9,0.2,20.6,250.0,992.8,9704
2020-01-30,3.3,6.1,4.9,8.2,19.8,236.0,996.9,9705
2020-01-31,5.4,7.7,6.8,8.7,24.3,251.0,994.4,9706
2020-02-01,6.9,8.6,7.6,0.6,24.2,234.0,993.0,9707
2020-02-02,4.3,7.1,5.8,0.0,29.4,273.0,997.7,9708
2020-02-03,3.1,4.8,4.2,2.2,14.8,237.0,1001.6,9709
2020-02-04,2.8,4.8,4.0,0.9,25.5,296.0,1002.8,9710
2020-02-05,0.7,5.3,3.4,0.1,22.1,297.0,1025.8,9711
2020-02-06,5.1,7.6,6.2,0.0,24.7,290.0,1022.8,9712
2020-02-07,2.8,5.2,4.0,0.0,10.0,179.0,1028.1,9713
2020-02-08,3.2,5.3,4.2,0.0,18.4,178.0,1019.9,9714
2020-02-09,4.2,7.8,6.2,11.6,30.6,196.0,997.9,9715
2020-02-10,4.3,7.5,6.1,3.2,34.0,247.0,976.8,9716
2020-02-11,3.3,5.1,4.3,1.1,32.2,250.0,982.8,9717
2020-02-12,3.4,5.2,4.2,0.0,33.7,253.0,992.9,9718
2020-02-13,3.2,5.1,4.0,0.0,20.6,223.0,1005.1,9719
2020-02-14,2.5,5.2,3.5,0.1,9.1,125.0,1014.7,9720
2020-02-15,3.4,6.6,5.1,4.4,22.1,194.0,1013.8,9721
2020-02-16,6.1,9.5,7.9,12.2,30.5,206.0,995.5,9722
2020-02-17,5.8,7.7,6.7,0.1,33.7,235.0,999.4,9723
2020-02-18,4.9,6.5,5.8,0.7,28.0,241.0,1006.4,9724
2020-02-19,4.3,5.7,4.8,3.1,20.2,253.0,1006.4,9725
2020-02-20,3.1,5.7,4.6,6.7,21.8,201.0,1008.9,9726
2020-02-21,4.2,7.3,5.8,3.9,27.8,251.0,1008.7,9727
2020-02-22,5.0,7.5,6.2,5.1,36.6,241.0,1002.0,9728
2020-02-23,4.4,6.5,5.0,0.3,30.4,263.0,1001.0,9729
2020-02-24,3.6,6.1,4.6,1.1,22.2,255.0,1007.8,9730
2020-02-25,3.2,6.1,4.6,9.8,30.2,215.0,985.6,9731
2020-02-26,1.0,3.7,2.4,4.9,17.9,326.0,989.7,9732
2020-02-27,-0.3,3.0,1.2,0.0,7.5,228.0,998.4,9733
2020-02-28,0.6,5.1,2.9,0.1,16.8,250.0,1004.7,9734
2020-02-29,2.6,5.3,3.8,8.3,22.2,155.0,992.8,9735
2020-03-01,3.8,6.4,5.0,0.1,23.7,215.0,988.7,9736
2020-03-02,3.3,6.7,4.6,0.0,11.7,164.0,993.1,9737
2020-03-03,2.8,4.7,3.8,0.5,11.4,88.0,999.1,9738
2020-03-04,3.3,6.0,4.5,0.9,17.0,266.0,1004.8,9739
2020-03-05,1.9,5.4,3.7,0.3,11.1,205.0,1003.6,9740
2020-03-06,2.0,6.0,4.1,1.0,19.8,72.0,999.7,9741
2020-03-07,2.7,5.8,4.0,1.3,12.7,337.0,1010.1,9742
2020-03-08,2.8,7.4,5.5,0.9,18.5,186.0,1009.7,9743
2020-03-09,4.9,7.3,5.9,3.4,11.4,204.0,1007.1,9744
2020-03-10,4.3,6.4,5.3,7.6,19.0,201.0,998.4,9745
2020-03-11,5.5,8.8,6.7,0.4,28.0,262.0,999.4,9746
2020-03-12,4.4,6.7,5.8,1.5,33.5,242.0,994.4,9747
2020-03-13,2.6,6.0,4.5,1.6,24.3,272.0,1003.1,9748
2020-03-14,0.4,5.4,2.4,0.0,12.5,203.0,1022.2,9749
2020-03-15,1.7,7.2,4.6,0.1,22.7,177.0,1014.1,9750
2020-03-16,5.2,9.4,6.9,1.0,15.7,243.0,1015.0,9751
2020-03-17,4.1,7.7,6.0,0.0,17.7,237.0,1022.7,9752
2020-03-18,6.4,8.7,7.1,0.4,20.4,243.0,1018.9,9753
2020-03-19,4.8,8.2,6.1,0.0,14.4,275.0,1023.9,9754
2020-03-20,2.1,7.5,4.7,0.0,16.9,314.0,1027.5,9755
2020-03-21,0.3,6.2,2.6,0.0,11.5,14.0,1035.6,9756
2020-03-22,-1.3,4.2,0.8,0.0,12.8,106.0,1040.3,9757
2020-03-23,-1.0,4.1,0.9,0.0,14.7,157.0,1040.3,9758
2020-03-24,0.0,6.0,2.3,0.0,15.7,174.0,1036.5,9759
2020-03-25,1.1,6.9,3.1,0.0,15.2,169.0,1033.7,9760
2020-03-26,0.8,8.3,3.7,0.0,12.5,125.0,1031.8,9761
2020-03-27,0.5,9.8,4.8,0.0,9.2,60.0,1028.5,9762
2020-03-28,2.2,8.7,5.2,0.1,12.1,327.0,1022.1,9763
2020-03-30,1.0,5.9,3.1,0.0,15.9,334.0,1026.1,9765
2020-03-31,-0.5,5.8,2.8,0.0,15.0,289.0,1028.7,9766
2020-04-01,3.9,7.3,5.4,0.1,27.2,268.0,1013.6,9767
2020-04-02,4.8,8.7,6.2,0.1,32.4,260.0,1002.0,9768
2020-04-03,4.1,7.4,5.4,0.1,35.9,282.0,1004.1,9769
2020-04-04,3.2,7.6,5.1,0.4,16.1,241.0,1021.7,9770
2020-04-05,4.4,12.8,7.4,0.0,15.1,167.0,1029.5,9771
2020-04-06,5.6,13.0,8.5,0.0,20.9,131.0,1023.9,9772
2020-04-07,6.7,13.2,9.3,0.0,14.3,281.0,1028.1,9773
2020-04-08,5.3,13.5,8.9,0.0,10.6,172.0,1027.8,9774
2020-04-09,5.9,10.4,8.3,0.0,19.6,300.0,1022.1,9775
2020-04-10,4.5,9.0,6.6,0.0,11.6,292.0,1026.1,9776
2020-04-11,3.4,10.2,6.6,0.8,9.1,239.0,1025.8,9777
2020-04-12,7.0,13.9,10.0,1.6,18.6,234.0,1012.8,9778
2020-04-13,4.8,8.6,6.7,0.1,31.6,312.0,1012.0,9779
2020-04-14,3.7,8.3,6.0,0.0,23.0,305.0,1018.5,9780
2020-04-15,6.4,11.5,8.7,0.0,30.5,278.0,1015.6,9781
2020-04-16,7.1,11.4,9.0,0.0,25.9,299.0,1014.0,9782
2020-04-17,4.8,11.9,8.1,0.0,11.0,342.0,1019.4,9783
2020-04-18,3.0,11.8,7.2,0.0,9.3,3.0,1021.8,9784
2020-04-19,3.7,11.4,7.6,0.0,8.7,13.0,1026.5,9785
2020-04-20,4.5,14.4,9.0,0.0,7.0,358.0,1029.6,9786
2020-04-21,5.2,15.0,9.8,0.0,8.4,90.0,1031.8,9787
2020-04-22,5.5,15.3,10.3,0.0,6.9,68.0,1031.0,9788
2020-04-23,6.9,17.0,11.8,0.0,8.6,237.0,1023.8,9789
2020-04-24,9.1,13.7,11.2,0.3,14.1,291.0,1008.5,9790
2020-04-25,7.5,12.8,10.0,0.0,13.5,333.0,1010.3,9791
2020-04-26,6.5,12.4,9.6,0.0,10.4,256.0,1010.4,9792
2020-04-27,6.9,12.0,9.5,0.8,10.7,201.0,1008.0,9793
2020-04-28,7.2,11.8,9.6,0.6,12.3,324.0,1005.5,9794
2020-04-29,5.5,9.2,7.2,2.4,21.2,91.0,1007.5,9795
2020-04-30,5.7,8.9,7.3,5.6,26.8,119.0,1003.7,9796
2020-05-01,6.5,11.6,9.0,0.0,8.6,160.0,999.9,9797
2020-05-02,7.7,11.6,9.5,1.4,12.9,229.0,1002.0,9798
2020-05-03,7.7,12.8,10.2,0.0,18.9,284.0,1011.2,9799
2020-05-04,7.6,11.1,9.1,0.1,19.4,295.0,1016.1,9800
2020-05-05,6.4,10.7,8.6,0.0,20.5,336.0,1019.2,9801
2020-05-06,7.0,11.4,9.3,0.0,21.7,301.0,1020.6,9802
2020-05-07,8.3,14.2,11.0,0.0,17.4,288.0,1019.3,9803
2020-05-08,8.4,14.6,11.3,0.0,17.0,268.0,1016.4,9804
2020-05-09,9.7,15.6,12.2,0.0,10.7,253.0,1015.4,9805
2020-05-10,10.0,16.9,13.1,0.0,13.3,213.0,1008.1,9806
2020-05-11,5.7,10.8,8.7,0.0,24.1,339.0,1009.8,9807
2020-05-12,5.4,9.1,7.1,1.4,22.1,280.0,1010.4,9808
2020-05-13,4.8,10.2,7.4,0.0,15.8,314.0,1012.2,9809
2020-05-14,4.5,10.4,7.8,0.0,19.4,292.0,1016.2,9810
2020-05-15,7.0,11.6,9.4,0.0,25.0,271.0,1014.4,9811
